"local_site","Date","Subplot","mmt_num","SM_pct"
"MRS1",2015-07-08,5,1,12.4
"MRS1",2015-07-08,5,2,5.4
"MRS1",2015-07-08,5,3,4.9
"MRS1",2015-07-08,5,4,5.2
"MRS1",2015-07-08,6,1,1.5
"MRS1",2015-07-08,6,2,3.9
"MRS1",2015-07-08,6,3,2.7
"MRS1",2015-07-08,6,4,12.7
"MRS1",2015-07-08,4,1,5.5
"MRS1",2015-07-08,4,2,3.9
"MRS1",2015-07-08,4,3,11.2
"MRS1",2015-07-08,4,4,7.1
"MRS1",2015-07-08,3,1,5.9
"MRS1",2015-07-08,3,2,2.7
"MRS1",2015-07-08,3,3,16.1
"MRS1",2015-07-08,3,4,1.6
"MRS1",2015-07-08,2,1,15.5
"MRS1",2015-07-08,2,2,7.5
"MRS1",2015-07-08,2,3,3.4
"MRS1",2015-07-08,2,4,3
"MRS1",2015-07-08,1,1,5.2
"MRS1",2015-07-08,1,2,4.5
"MRS1",2015-07-08,1,3,6
"MRS1",2015-07-08,1,4,4.7
"MRS1",2015-07-21,5,1,12
"MRS1",2015-07-21,5,2,5.6
"MRS1",2015-07-21,5,3,4.5
"MRS1",2015-07-21,5,4,16.4
"MRS1",2015-07-21,6,1,2.8
"MRS1",2015-07-21,6,2,8.4
"MRS1",2015-07-21,6,3,2
"MRS1",2015-07-21,6,4,8.4
"MRS1",2015-07-21,4,1,13.7
"MRS1",2015-07-21,4,2,5.6
"MRS1",2015-07-21,4,3,7.4
"MRS1",2015-07-21,4,4,4.3
"MRS1",2015-07-21,3,1,0.3
"MRS1",2015-07-21,3,2,9.2
"MRS1",2015-07-21,3,3,1.9
"MRS1",2015-07-21,3,4,4.4
"MRS1",2015-07-21,2,1,17.3
"MRS1",2015-07-21,2,2,13.6
"MRS1",2015-07-21,2,3,24.4
"MRS1",2015-07-21,2,4,17.5
"MRS1",2015-07-21,1,1,7.4
"MRS1",2015-07-21,1,2,5.4
"MRS1",2015-07-21,1,3,10.4
"MRS1",2015-07-21,1,4,6
"BW2",2015-06-29,7,1,6.2
"BW2",2015-06-29,7,2,2
"BW2",2015-06-29,7,3,2.5
"BW2",2015-06-29,7,4,7.5
"BW2",2015-06-29,8,1,10
"BW2",2015-06-29,8,2,6
"BW2",2015-06-29,8,3,3.5
"BW2",2015-06-29,8,4,4.3
"BW2",2015-06-30,9,1,13.2
"BW2",2015-06-30,9,2,6.9
"BW2",2015-06-30,9,3,4.1
"BW2",2015-06-30,9,4,11
"BW2",2015-06-30,10,1,4.7
"BW2",2015-06-30,10,2,4.7
"BW2",2015-06-30,10,3,5.2
"BW2",2015-06-30,10,4,6
"BW2",2015-06-30,11,1,3.9
"BW2",2015-06-30,11,2,0.8
"BW2",2015-06-30,11,3,3.5
"BW2",2015-06-30,11,4,4.3
"BW2",2015-06-30,12,1,4.4
"BW2",2015-06-30,12,2,4.5
"BW2",2015-06-30,12,3,15.1
"BW2",2015-06-30,12,4,5.6
"BW2",2015-07-21,7,1,3.8
"BW2",2015-07-21,7,2,6.7
"BW2",2015-07-21,7,3,4.5
"BW2",2015-07-21,7,4,5.1
"BW2",2015-07-21,8,1,2
"BW2",2015-07-21,8,2,1.1
"BW2",2015-07-21,8,3,3.7
"BW2",2015-07-21,8,4,9.5
"BW2",2015-07-21,9,1,7.7
"BW2",2015-07-21,9,2,5.8
"BW2",2015-07-21,9,3,8.3
"BW2",2015-07-21,9,4,7.1
"BW2",2015-07-21,10,1,7.2
"BW2",2015-07-21,10,2,4.5
"BW2",2015-07-21,10,3,1.4
"BW2",2015-07-21,10,4,8.4
"BW2",2015-07-21,11,1,3
"BW2",2015-07-21,11,2,15.7
"BW2",2015-07-21,11,3,5.1
"BW2",2015-07-21,11,4,8.4
"BW2",2015-07-21,12,1,2.7
"BW2",2015-07-21,12,2,6.6
"BW2",2015-07-21,12,3,8.9
"BW2",2015-07-21,12,4,4.7
"BW3",2015-06-30,13,1,13.8
"BW3",2015-06-30,13,2,14.4
"BW3",2015-06-30,13,3,9
"BW3",2015-06-30,13,4,10.4
"BW3",2015-06-30,14,1,7.6
"BW3",2015-06-30,14,2,10.4
"BW3",2015-06-30,14,3,11.3
"BW3",2015-06-30,14,4,9.5
"BW3",2015-06-30,15,1,5
"BW3",2015-06-30,15,2,13.5
"BW3",2015-06-30,15,3,2.7
"BW3",2015-06-30,15,4,11.6
"BW3",2015-06-30,16,1,8.8
"BW3",2015-06-30,16,2,14.2
"BW3",2015-06-30,16,3,10.3
"BW3",2015-06-30,16,4,14.4
"BW3",2015-06-30,17,1,14.2
"BW3",2015-06-30,17,2,19.3
"BW3",2015-06-30,17,3,4.3
"BW3",2015-06-30,17,4,11.1
"BW3",2015-06-30,18,1,12.5
"BW3",2015-06-30,18,2,9.1
"BW3",2015-06-30,18,3,6.3
"BW3",2015-06-30,18,4,8.8
"BW3",2015-07-21,13,1,20.1
"BW3",2015-07-21,13,2,14.7
"BW3",2015-07-21,13,3,12.5
"BW3",2015-07-21,13,4,13.4
"BW3",2015-07-21,14,1,17.3
"BW3",2015-07-21,14,2,17.2
"BW3",2015-07-21,14,3,14.6
"BW3",2015-07-21,14,4,14.6
"BW3",2015-07-21,15,1,10.3
"BW3",2015-07-21,15,2,14.3
"BW3",2015-07-21,15,3,1.1
"BW3",2015-07-21,15,4,12.7
"BW3",2015-07-21,16,1,15.1
"BW3",2015-07-21,16,2,13.3
"BW3",2015-07-21,16,3,12.7
"BW3",2015-07-21,16,4,14.3
"BW3",2015-07-21,17,1,10.7
"BW3",2015-07-21,17,2,8.4
"BW3",2015-07-21,17,3,12.8
"BW3",2015-07-21,17,4,10.8
"BW3",2015-07-21,18,1,11.1
"BW3",2015-07-21,18,2,12.2
"BW3",2015-07-21,18,3,14.9
"BW3",2015-07-21,18,4,2.9
"MRS4",2015-07-07,19,1,32.7
"MRS4",2015-07-07,19,2,34.5
"MRS4",2015-07-07,19,3,33.9
"MRS4",2015-07-07,19,4,24.5
"MRS4",2015-07-07,24,1,23.6
"MRS4",2015-07-07,24,2,21.7
"MRS4",2015-07-07,24,3,23.3
"MRS4",2015-07-07,24,4,29.1
"MRS4",2015-07-07,22,1,27.5
"MRS4",2015-07-07,22,2,31.8
"MRS4",2015-07-07,22,3,17.9
"MRS4",2015-07-07,22,4,20.7
"MRS4",2015-07-07,20,1,45.6
"MRS4",2015-07-07,20,2,37.5
"MRS4",2015-07-07,20,3,31
"MRS4",2015-07-07,20,4,23.9
"MRS4",2015-07-07,23,1,22.9
"MRS4",2015-07-07,23,2,23.8
"MRS4",2015-07-07,23,3,17.9
"MRS4",2015-07-07,23,4,14.8
"MRS4",2015-07-07,21,1,16.1
"MRS4",2015-07-07,21,2,35.8
"MRS4",2015-07-07,21,3,23.1
"MRS4",2015-07-07,21,4,26.5
"MRS4",2015-07-21,19,1,12.5
"MRS4",2015-07-21,19,2,19.8
"MRS4",2015-07-21,19,3,22.3
"MRS4",2015-07-21,19,4,16
"MRS4",2015-07-21,24,1,25
"MRS4",2015-07-21,24,2,22.7
"MRS4",2015-07-21,24,3,19.1
"MRS4",2015-07-21,24,4,15.5
"MRS4",2015-07-21,22,1,20.1
"MRS4",2015-07-21,22,2,19.1
"MRS4",2015-07-21,22,3,12.6
"MRS4",2015-07-21,22,4,18.1
"MRS4",2015-07-21,20,1,18.9
"MRS4",2015-07-21,20,2,23.6
"MRS4",2015-07-21,20,3,12.3
"MRS4",2015-07-21,20,4,NaN
"MRS4",2015-07-21,23,1,16
"MRS4",2015-07-21,23,2,15.8
"MRS4",2015-07-21,23,3,18
"MRS4",2015-07-21,23,4,NaN
"MRS4",2015-07-21,21,1,11.6
"MRS4",2015-07-21,21,2,17.7
"MRS4",2015-07-21,21,3,9.1
"MRS4",2015-07-21,21,4,15.6
"MRS7",2015-07-01,34,1,20.8
"MRS7",2015-07-01,34,2,3
"MRS7",2015-07-01,34,3,22.3
"MRS7",2015-07-01,34,4,15.3
"MRS7",2015-07-01,35,1,12
"MRS7",2015-07-01,35,2,33.6
"MRS7",2015-07-01,35,3,27.9
"MRS7",2015-07-01,35,4,27.1
"MRS7",2015-07-01,33,1,22.4
"MRS7",2015-07-01,33,2,32.7
"MRS7",2015-07-01,33,3,20.6
"MRS7",2015-07-01,33,4,12.3
"MRS7",2015-07-01,36,1,11.7
"MRS7",2015-07-01,36,2,30
"MRS7",2015-07-01,36,3,22.6
"MRS7",2015-07-01,36,4,30
"MRS7",2015-07-01,32,1,27.8
"MRS7",2015-07-01,32,2,11.6
"MRS7",2015-07-01,32,3,NaN
"MRS7",2015-07-01,32,4,19.9
"MRS7",2015-07-01,31,1,5.7
"MRS7",2015-07-01,31,2,NaN
"MRS7",2015-07-01,31,3,19.3
"MRS7",2015-07-01,31,4,25
"MRS7",2015-07-21,33,1,13.6
"MRS7",2015-07-21,33,2,13.2
"MRS7",2015-07-21,33,3,10.9
"MRS7",2015-07-21,33,4,9.5
"MRS7",2015-07-21,35,1,3.2
"MRS7",2015-07-21,35,2,15.8
"MRS7",2015-07-21,35,3,16.6
"MRS7",2015-07-21,35,4,5.9
"MRS7",2015-07-21,34,1,5.8
"MRS7",2015-07-21,34,2,19.1
"MRS7",2015-07-21,34,3,10.3
"MRS7",2015-07-21,34,4,9.9
"MRS7",2015-07-21,32,1,13.4
"MRS7",2015-07-21,32,2,5.3
"MRS7",2015-07-21,32,3,15.4
"MRS7",2015-07-21,32,4,3
"MRS7",2015-07-21,31,1,9.8
"MRS7",2015-07-21,31,2,20
"MRS7",2015-07-21,31,3,12.9
"MRS7",2015-07-21,31,4,5.8
"MRS7",2015-07-21,36,1,2.9
"MRS7",2015-07-21,36,2,2.9
"MRS7",2015-07-21,36,3,3.4
"MRS7",2015-07-21,36,4,1.8
"MRS13B",2015-07-14,55,1,54
"MRS13B",2015-07-14,55,2,27.6
"MRS13B",2015-07-14,55,3,35
"MRS13B",2015-07-14,55,4,28.1
"MRS13B",2015-07-14,56,1,44.8
"MRS13B",2015-07-14,56,2,47.2
"MRS13B",2015-07-14,56,3,47.7
"MRS13B",2015-07-14,56,4,30.9
"MRS13B",2015-07-14,57,1,77
"MRS13B",2015-07-14,57,2,71.3
"MRS13B",2015-07-14,57,3,43
"MRS13B",2015-07-14,57,4,68
"MRS13B",2015-07-14,58,1,49
"MRS13B",2015-07-14,58,2,44.4
"MRS13B",2015-07-14,58,3,32.3
"MRS13B",2015-07-14,58,4,47.9
"MRS13B",2015-07-14,59,1,37.8
"MRS13B",2015-07-14,59,2,32.8
"MRS13B",2015-07-14,59,3,28.2
"MRS13B",2015-07-14,59,4,28.4
"MRS13B",2015-07-14,60,1,37.4
"MRS13B",2015-07-14,60,2,26.2
"MRS13B",2015-07-14,60,3,36.3
"MRS13B",2015-07-14,60,4,43.6
"MRS13B",2015-07-21,55,1,36.2
"MRS13B",2015-07-21,55,2,38
"MRS13B",2015-07-21,55,3,NaN
"MRS13B",2015-07-21,55,4,NaN
"MRS13B",2015-07-21,56,1,34.9
"MRS13B",2015-07-21,56,2,67
"MRS13B",2015-07-21,56,3,34.5
"MRS13B",2015-07-21,56,4,NaN
"MRS13B",2015-07-21,57,1,70.7
"MRS13B",2015-07-21,57,2,48.8
"MRS13B",2015-07-21,57,3,NaN
"MRS13B",2015-07-21,57,4,NaN
"MRS13B",2015-07-21,58,1,32.3
"MRS13B",2015-07-21,58,2,59.5
"MRS13B",2015-07-21,58,3,32.8
"MRS13B",2015-07-21,58,4,NaN
"MRS13B",2015-07-21,59,1,33.8
"MRS13B",2015-07-21,59,2,17.2
"MRS13B",2015-07-21,59,3,19.9
"MRS13B",2015-07-21,59,4,NaN
"MRS13B",2015-07-21,60,1,51.6
"MRS13B",2015-07-21,60,2,57.7
"MRS13B",2015-07-21,60,3,NaN
"MRS13",2015-07-21,60,4,NaN
"MRS12",2015-07-21,49,1,21.8
"MRS12",2015-07-21,49,2,14.3
"MRS12",2015-07-21,49,3,15.4
"MRS12",2015-07-21,49,4,15
"MRS12",2015-07-21,50,1,16.4
"MRS12",2015-07-21,50,2,22.4
"MRS12",2015-07-21,50,3,19.4
"MRS12",2015-07-21,50,4,7.7
"MRS12",2015-07-21,51,1,18.7
"MRS12",2015-07-21,51,2,17.1
"MRS12",2015-07-21,51,3,12.5
"MRS12",2015-07-21,51,4,7.2
"MRS12",2015-07-21,52,1,17.3
"MRS12",2015-07-21,52,2,17.2
"MRS12",2015-07-21,52,3,19.9
"MRS12",2015-07-21,52,4,NaN
"MRS12",2015-07-21,53,1,14.1
"MRS12",2015-07-21,53,2,18.5
"MRS12",2015-07-21,53,3,18.8
"MRS12",2015-07-21,53,4,7.4
"MRS12",2015-07-21,54,1,7.4
"MRS12",2015-07-21,54,2,5.7
"MRS12",2015-07-21,54,3,24.1
"MRS12",2015-07-21,54,4,18
"MRS14",2015-07-21,61,1,16
"MRS14",2015-07-21,61,2,37.8
"MRS14",2015-07-21,61,3,31.2
"MRS14",2015-07-21,61,4,19
"MRS14",2015-07-21,62,1,25
"MRS14",2015-07-21,62,2,18.8
"MRS14",2015-07-21,62,3,19.4
"MRS14",2015-07-21,62,4,21.3
"MRS14",2015-07-21,63,1,21.2
"MRS14",2015-07-21,63,2,22.5
"MRS14",2015-07-21,63,3,34.6
"MRS14",2015-07-21,63,4,26.6
"MRS14",2015-07-21,64,1,19.3
"MRS14",2015-07-21,64,2,19
"MRS14",2015-07-21,64,3,21.8
"MRS14",2015-07-21,64,4,NaN
"MRS14",2015-07-21,65,1,33.2
"MRS14",2015-07-21,65,2,30.1
"MRS14",2015-07-21,65,3,20.9
"MRS14",2015-07-21,65,4,18.6
"MRS14",2015-07-21,66,1,23.1
"MRS14",2015-07-21,66,2,27.1
"MRS14",2015-07-21,66,3,19.5
"MRS14",2015-07-21,66,4,24.3
"MRS11",2015-07-21,43,1,18.8
"MRS11",2015-07-21,43,2,12
"MRS11",2015-07-21,43,3,17.6
"MRS11",2015-07-21,43,4,18.8
"MRS11",2015-07-21,44,1,24.2
"MRS11",2015-07-21,44,2,17.8
"MRS11",2015-07-21,44,3,14.9
"MRS11",2015-07-21,44,4,13.1
"MRS11",2015-07-21,45,1,18.5
"MRS11",2015-07-21,45,2,19.8
"MRS11",2015-07-21,45,3,22.8
"MRS11",2015-07-21,45,4,9.1
"MRS11",2015-07-21,46,1,14.9
"MRS11",2015-07-21,46,2,9.7
"MRS11",2015-07-21,46,3,12.9
"MRS11",2015-07-21,46,4,7.6
"MRS11",2015-07-21,47,1,22.8
"MRS11",2015-07-21,47,2,17.5
"MRS11",2015-07-21,47,3,27.1
"MRS11",2015-07-21,47,4,23.9
"MRS11",2015-07-21,48,1,16.5
"MRS11",2015-07-21,48,2,7.4
"MRS11",2015-07-21,48,3,14.6
"MRS11",2015-07-21,48,4,7.5
"MRS5",2015-07-21,26,1,61.4
"MRS5",2015-07-21,26,2,65.5
"MRS5",2015-07-21,26,3,74.6
"MRS5",2015-07-21,26,4,46.8
"MRS5",2015-07-21,25,1,57.8
"MRS5",2015-07-21,25,2,10.5
"MRS5",2015-07-21,25,3,70.9
"MRS5",2015-07-21,25,4,67.8
"MRS5",2015-07-21,27,1,26.8
"MRS5",2015-07-21,27,2,11.8
"MRS5",2015-07-21,27,3,25.6
"MRS5",2015-07-21,27,4,NaN
"MRS5",2015-07-21,28,1,21.6
"MRS5",2015-07-21,28,2,18.4
"MRS5",2015-07-21,28,3,16.9
"MRS5",2015-07-21,28,4,12
"MRS5",2015-07-21,30,1,23.9
"MRS5",2015-07-21,30,2,43
"MRS5",2015-07-21,30,3,57.1
"MRS5",2015-07-21,30,4,31.4
"MRS5",2015-07-21,29,1,77.2
"MRS5",2015-07-21,29,2,78.9
"MRS5",2015-07-21,29,3,27.8
"MRS5",2015-07-21,29,4,32.4
"MRS8",2015-07-21,37,1,15.2
"MRS8",2015-07-21,37,2,19.7
"MRS8",2015-07-21,37,3,4.5
"MRS8",2015-07-21,37,4,20.5
"MRS8",2015-07-21,38,1,17.4
"MRS8",2015-07-21,38,2,16.1
"MRS8",2015-07-21,38,3,3.7
"MRS8",2015-07-21,38,4,13.6
"MRS8",2015-07-21,39,1,11.6
"MRS8",2015-07-21,39,2,24.5
"MRS8",2015-07-21,39,3,9.7
"MRS8",2015-07-21,39,4,8.5
"MRS8",2015-07-21,40,1,10.8
"MRS8",2015-07-21,40,2,9.9
"MRS8",2015-07-21,40,3,12.7
"MRS8",2015-07-21,40,4,16.5
"MRS8",2015-07-21,41,1,22.8
"MRS8",2015-07-21,41,2,15.8
"MRS8",2015-07-21,41,3,6.8
"MRS8",2015-07-21,41,4,13.2
"MRS8",2015-07-21,42,1,11.6
"MRS8",2015-07-21,42,2,19
"MRS8",2015-07-21,42,3,15.4
"MRS8",2015-07-21,42,4,10.2
"MRS11",2015-07-14,45,1,25
"MRS11",2015-07-14,45,2,19
"MRS11",2015-07-14,45,3,24.3
"MRS11",2015-07-14,45,4,27.3
"MRS11",2015-07-14,44,1,30.4
"MRS11",2015-07-14,44,2,26.7
"MRS11",2015-07-14,44,3,23.2
"MRS11",2015-07-14,44,4,37.6
"MRS11",2015-07-14,43,1,12.5
"MRS11",2015-07-14,43,2,34.6
"MRS11",2015-07-14,43,3,25.1
"MRS11",2015-07-14,43,4,23.4
"MRS11",2015-07-14,47,1,28.5
"MRS11",2015-07-14,47,2,19.8
"MRS11",2015-07-14,47,3,21.1
"MRS11",2015-07-14,47,4,37.5
"MRS11",2015-07-14,48,1,41.2
"MRS11",2015-07-14,48,2,15.4
"MRS11",2015-07-14,48,3,27.9
"MRS11",2015-07-14,48,4,8.9
"MRS11",2015-07-14,46,1,58.5
"MRS11",2015-07-14,46,2,23.1
"MRS11",2015-07-14,46,3,18.8
"MRS11",2015-07-14,46,4,9.5
"MRS8",2015-07-08,39,1,13.7
"MRS8",2015-07-08,39,2,6.3
"MRS8",2015-07-08,39,3,6.9
"MRS8",2015-07-08,39,4,5.6
"MRS8",2015-07-08,40,1,19.8
"MRS8",2015-07-08,40,2,24.5
"MRS8",2015-07-08,40,3,11.7
"MRS8",2015-07-08,40,4,13.3
"MRS8",2015-07-08,41,1,11
"MRS8",2015-07-08,41,2,27.7
"MRS8",2015-07-08,41,3,15.9
"MRS8",2015-07-08,41,4,20.2
"MRS8",2015-07-08,42,1,23.9
"MRS8",2015-07-08,42,2,17.1
"MRS8",2015-07-08,42,3,5.9
"MRS8",2015-07-08,42,4,22.5
"MRS8",2015-07-08,38,1,33.1
"MRS8",2015-07-08,38,2,5.2
"MRS8",2015-07-08,38,3,29.9
"MRS8",2015-07-08,38,4,32.9
"MRS8",2015-07-08,37,1,6.3
"MRS8",2015-07-08,37,2,12.2
"MRS8",2015-07-08,37,3,21.1
"MRS8",2015-07-08,37,4,20.4
"MRS12",2015-07-10,49,1,32.2
"MRS12",2015-07-10,49,2,23.5
"MRS12",2015-07-10,49,3,32.8
"MRS12",2015-07-10,49,4,29.9
"MRS12",2015-07-10,53,1,38.5
"MRS12",2015-07-10,53,2,28.8
"MRS12",2015-07-10,53,3,30.3
"MRS12",2015-07-10,53,4,31.7
"MRS12",2015-07-10,54,1,18.7
"MRS12",2015-07-10,54,2,20.1
"MRS12",2015-07-10,54,3,30.7
"MRS12",2015-07-10,54,4,40.2
"MRS12",2015-07-10,50,1,26.9
"MRS12",2015-07-10,50,2,35.3
"MRS12",2015-07-10,50,3,33.7
"MRS12",2015-07-10,50,4,32.8
"MRS12",2015-07-10,51,1,26
"MRS12",2015-07-10,51,2,33.2
"MRS12",2015-07-10,51,3,29.3
"MRS12",2015-07-10,51,4,24.4
"MRS12",2015-07-10,52,1,26.9
"MRS12",2015-07-10,52,2,35.3
"MRS12",2015-07-10,52,3,33.7
"MRS12",2015-07-10,52,4,32.5
"MRS5",2015-07-09,27,1,54.6
"MRS5",2015-07-09,27,2,34.2
"MRS5",2015-07-09,27,3,100
"MRS5",2015-07-09,27,4,30.2
"MRS5",2015-07-09,28,1,67.7
"MRS5",2015-07-09,28,2,8.7
"MRS5",2015-07-09,28,3,89.5
"MRS5",2015-07-09,28,4,44.7
"MRS5",2015-07-09,26,1,51.8
"MRS5",2015-07-09,26,2,74.8
"MRS5",2015-07-09,26,3,76.1
"MRS5",2015-07-09,26,4,94.7
"MRS5",2015-07-09,25,1,80
"MRS5",2015-07-09,25,2,52.7
"MRS5",2015-07-09,25,3,72.3
"MRS5",2015-07-09,25,4,100
"MRS5",2015-07-09,30,1,66.2
"MRS5",2015-07-09,30,2,62.7
"MRS5",2015-07-09,30,3,68.6
"MRS5",2015-07-09,30,4,100
"MRS5",2015-07-09,29,1,65.6
"MRS5",2015-07-09,29,2,71.9
"MRS5",2015-07-09,29,3,65
"MRS5",2015-07-09,29,4,67.1
"BW2",2015-08-10,8,1,1.6
"BW2",2015-08-10,8,2,1.8
"BW2",2015-08-10,8,3,5.4
"BW2",2015-08-10,8,4,1.7
"BW2",2015-08-10,9,1,3.8
"BW2",2015-08-10,9,2,1.8
"BW2",2015-08-10,9,3,1.1
"BW2",2015-08-10,9,4,2.8
"BW2",2015-08-10,7,1,9.8
"BW2",2015-08-10,7,2,2.4
"BW2",2015-08-10,7,3,3.5
"BW2",2015-08-10,7,4,3.7
"BW2",2015-08-10,10,1,1.7
"BW2",2015-08-10,10,2,0.9
"BW2",2015-08-10,10,3,0.4
"BW2",2015-08-10,10,4,1.8
"BW2",2015-08-10,11,1,2.8
"BW2",2015-08-10,11,2,1
"BW2",2015-08-10,11,3,1.3
"BW2",2015-08-10,11,4,1.6
"BW2",2015-08-10,12,1,0.4
"BW2",2015-08-10,12,2,2
"BW2",2015-08-10,12,3,1.5
"BW2",2015-08-10,12,4,1.2
"BW3",2015-08-10,17,1,2.3
"BW3",2015-08-10,17,2,1.9
"BW3",2015-08-10,17,3,3.3
"BW3",2015-08-10,17,4,4.5
"BW3",2015-08-10,18,1,2.2
"BW3",2015-08-10,18,2,4.8
"BW3",2015-08-10,18,3,2.7
"BW3",2015-08-10,18,4,3.5
"BW3",2015-08-10,14,1,6.8
"BW3",2015-08-10,14,2,3.5
"BW3",2015-08-10,14,3,3.6
"BW3",2015-08-10,14,4,4.4
"BW3",2015-08-10,13,1,2.9
"BW3",2015-08-10,13,2,4.3
"BW3",2015-08-10,13,3,5.4
"BW3",2015-08-10,13,4,2.9
"BW3",2015-08-10,15,1,6.1
"BW3",2015-08-10,15,2,2.3
"BW3",2015-08-10,15,3,3.9
"BW3",2015-08-10,15,4,1.9
"BW3",2015-08-10,16,1,7.3
"BW3",2015-08-10,16,2,6.6
"BW3",2015-08-10,16,3,5.1
"BW3",2015-08-10,16,4,1.2
"BW2",2015-08-05,8,1,31.6
"BW2",2015-08-05,8,2,3.7
"BW2",2015-08-05,8,3,2.5
"BW2",2015-08-05,8,4,3.6
"BW2",2015-08-05,9,1,3.8
"BW2",2015-08-05,9,2,3
"BW2",2015-08-05,9,3,5.4
"BW2",2015-08-05,9,4,41
"BW2",2015-08-05,7,1,6.4
"BW2",2015-08-05,7,2,5.5
"BW2",2015-08-05,7,3,5
"BW2",2015-08-05,7,4,4.1
"BW2",2015-08-05,10,1,4.2
"BW2",2015-08-05,10,2,2.8
"BW2",2015-08-05,10,3,5.2
"BW2",2015-08-05,10,4,6
"BW2",2015-08-05,11,1,2.1
"BW2",2015-08-05,11,2,2.3
"BW2",2015-08-05,11,3,2.6
"BW2",2015-08-05,11,4,3
"BW2",2015-08-05,12,1,2.8
"BW2",2015-08-05,12,2,4
"BW2",2015-08-05,12,3,4.4
"BW2",2015-08-05,12,4,2.9
"BW3",2015-08-05,17,1,2.3
"BW3",2015-08-05,17,2,4
"BW3",2015-08-05,17,3,4.4
"BW3",2015-08-05,17,4,3
"BW3",2015-08-05,16,1,0.8
"BW3",2015-08-05,16,2,2.4
"BW3",2015-08-05,16,3,1.9
"BW3",2015-08-05,16,4,4.7
"BW3",2015-08-05,13,1,3.4
"BW3",2015-08-05,13,2,8.6
"BW3",2015-08-05,13,3,6.8
"BW3",2015-08-05,13,4,5
"BW3",2015-08-05,15,1,6.5
"BW3",2015-08-05,15,2,3.8
"BW3",2015-08-05,15,3,2.9
"BW3",2015-08-05,15,4,2.7
"BW3",2015-08-05,14,1,5.5
"BW3",2015-08-05,14,2,8
"BW3",2015-08-05,14,3,5.2
"BW3",2015-08-05,14,4,5.3
"BW3",2015-08-05,18,1,2.6
"BW3",2015-08-05,18,2,1.2
"BW3",2015-08-05,18,3,5.1
"BW3",2015-08-05,18,4,8.5
"MRS1",2015-09-04,1,1,2.5
"MRS1",2015-09-04,1,2,2
"MRS1",2015-09-04,1,3,0.8
"MRS1",2015-09-04,1,4,3.7
"MRS1",2015-09-04,2,1,1
"MRS1",2015-09-04,2,2,1.9
"MRS1",2015-09-04,2,3,6
"MRS1",2015-09-04,2,4,6.9
"MRS1",2015-09-04,3,1,2.4
"MRS1",2015-09-04,3,2,0.1
"MRS1",2015-09-04,3,3,NaN
"MRS1",2015-09-04,3,4,NaN
"MRS1",2015-09-04,4,1,0.6
"MRS1",2015-09-04,4,2,2.6
"MRS1",2015-09-04,4,3,2.1
"MRS1",2015-09-04,4,4,1.3
"MRS1",2015-09-04,5,1,1.3
"MRS1",2015-09-04,5,2,1.6
"MRS1",2015-09-04,5,3,NaN
"MRS1",2015-09-04,5,4,0.8
"MRS1",2015-09-04,6,1,0.1
"MRS1",2015-09-04,6,2,0.9
"MRS1",2015-09-04,6,3,NaN
"MRS1",2015-09-04,6,4,NaN
"BW2",2015-09-04,7,1,4.9
"BW2",2015-09-04,7,2,4.7
"BW2",2015-09-04,7,3,6
"BW2",2015-09-04,7,4,8
"BW2",2015-09-04,8,1,9
"BW2",2015-09-04,8,2,2
"BW2",2015-09-04,8,3,1.9
"BW2",2015-09-04,8,4,6.4
"BW2",2015-09-04,9,1,5.4
"BW2",2015-09-04,9,2,4.7
"BW2",2015-09-04,9,3,5.8
"BW2",2015-09-04,9,4,6.4
"BW2",2015-09-04,10,1,6.2
"BW2",2015-09-04,10,2,2.4
"BW2",2015-09-04,10,3,10
"BW2",2015-09-04,10,4,6.6
"BW2",2015-09-04,11,1,2.1
"BW2",2015-09-04,11,2,1.6
"BW2",2015-09-04,11,3,4.2
"BW2",2015-09-04,11,4,7.7
"BW2",2015-09-04,12,1,2.6
"BW2",2015-09-04,12,2,8.1
"BW2",2015-09-04,12,3,1.9
"BW2",2015-09-04,12,4,3.8
"BW3",2015-09-04,13,1,13.8
"BW3",2015-09-04,13,2,2.8
"BW3",2015-09-04,13,3,6.4
"BW3",2015-09-04,13,4,7.3
"BW3",2015-09-04,14,1,12.1
"BW3",2015-09-04,14,2,6.3
"BW3",2015-09-04,14,3,1
"BW3",2015-09-04,14,4,14.5
"BW3",2015-09-04,15,1,NaN
"BW3",2015-09-04,15,2,4.5
"BW3",2015-09-04,15,3,0.4
"BW3",2015-09-04,15,4,4.1
"BW3",2015-09-04,16,1,12.5
"BW3",2015-09-04,16,2,20.8
"BW3",2015-09-04,16,3,6.4
"BW3",2015-09-04,16,4,17.6
"BW3",2015-09-04,17,1,1.7
"BW3",2015-09-04,17,2,1.1
"BW3",2015-09-04,17,3,1.6
"BW3",2015-09-04,17,4,NaN
"BW3",2015-09-04,18,1,0.5
"BW3",2015-09-04,18,2,12.6
"BW3",2015-09-04,18,3,5.3
"BW3",2015-09-04,18,4,0.9
"MRS4",2015-09-04,19,1,5.4
"MRS4",2015-09-04,19,2,4.7
"MRS4",2015-09-04,19,3,5.7
"MRS4",2015-09-04,19,4,NaN
"MRS4",2015-09-04,20,1,15.6
"MRS4",2015-09-04,20,2,1.4
"MRS4",2015-09-04,20,3,2.6
"MRS4",2015-09-04,20,4,NaN
"MRS4",2015-09-04,21,1,8.2
